"sku","price","product_name_ar","product_name","is_pareto"
C7168,150.00,ايفا صن لوشن بالكولاجين 50 مل,ايفا صن لوشن بالكولاجين 50 مل
C7169,150.00,ايفا كريم شعر بالشيا كيرلى 200 مل,ايفا كريم شعر بالشيا كيرلى 200 مل
C7171,160.00,ايفر بيور سيرم برازيليان كيرياتين 150 مل,ايفر بيور سيرم برازيليان كيرياتين 150 مل
C7172,150.00,ايفر بيور ليف ان جوز هند للشعر الكيرلي 250 مل,ايفر بيور ليف ان جوز هند للشعر الكيرلي 250 مل
C7173,460.00,ايفري ستراند سيرم ارجان 177 مل,ايفري ستراند سيرم ارجان 177 مل
C7174,120.00,باشون بودي سبلاش بلو لاجون لبني 250 مل,باشون بودي سبلاش بلو لاجون لبني 250 مل
C7175,170.00,باشون بودي سبلاش راسبيرى موف 250 مل,باشون بودي سبلاش راسبيرى موف 250 مل
C7176,150.00,باشون بودي سبلاش فراوله احمر 250 مل,باشون بودي سبلاش فراوله احمر 250 مل
C7177,150.00,باشون بودي سبلاش فانيليا اصفر 250 مل,باشون بودي سبلاش فانيليا اصفر 250 مل
C7178,40.00,بانتين شامبو امتزاج الطبيعه 200 مل,بانتين شامبو امتزاج الطبيعه 200 مل
C7180,300.00,بيو بالانس كريم لتصبغات وبقع الشمس 40 مل +كريم تفتيح,بيو بالانس كريم لتصبغات وبقع الشمس 40 مل +كريم تفتيح
C7181,70.00,برت بلاس شامبو بخلاصة الحنه لتقويه الشعر 600 مل,برت بلاس شامبو بخلاصة الحنه لتقويه الشعر 600 مل
C7183,30.00,بلوب واكس كريم صفيح للشعر المتجعد 140 جم,بلوب واكس كريم صفيح للشعر المتجعد 140 جم
C7184,30.00,بلوب واكس كريم صفيح القوه الاخضر 140 جم,بلوب واكس كريم صفيح القوه الاخضر 140 جم
C7185,85.00,بندولين برفان بناتى 100 مل,بندولين برفان بناتى 100 مل
C7186,95.00,بندولين كريم شعر ترميم مورينجا 150 مل,بندولين كريم شعر ترميم مورينجا 150 مل
C7187,70.00,بوبانا صن سكرين لوشن تينتد 60 مل,بوبانا صن سكرين لوشن تينتد 60 مل
1983,35.00,سيدولوت ديبوت250 مجم امبول,CIDOLUT DEPOT 250MG 1 AMP
1924,50.00,اورنيتات 3 جم 10 كيس,ORNITATE 3 GM 10 SACHETS
993,141.00,سوفيناسين 5 مجم 30 قرص,SOFENACIN 5 MG 30 TAB
3071,7.50,فاركوسولفين شراب 120 مل,FARCOSOLVIN SYRUP 120 ML	
C7189,200.00,بوباي 200 مل سبراى رياضي SPF+50 200 مل,بوباي 200 مل سبراى رياضي SPF+50 200 مل
C7190,120.00,بوباي ترطيب بعد التعرض للشمس 200 مل,بوباي ترطيب بعد التعرض للشمس 200 مل
C7191,150.00,بوباي زيت تانينج زيت 200 مل,بوباي زيت تانينج زيت 200 مل
C7192,55.00,بيزلين قناع مفتح لمدار العين بزهرة الاروم ليثى والورد الجوري,بيزلين قناع مفتح لمدار العين بزهرة الاروم ليثى والورد الجوري
C7193,200.00,بيفاس ليكويد كرياتين اكتيف بروتكت 250مل,بيفاس ليكويد كرياتين اكتيف بروتكت 250مل
C7194,250.00,بيك دش مهبلى مقاس (14),بيك دش مهبلى مقاس (14)
C7195,65.00,بيو سكين كير سكرب بابايا 250 مل,بيو سكين كير سكرب بابايا 250 مل
C7196,85.00,بيو هير كير شامبو ارجان 500 مل,بيو هير كير شامبو ارجان 500 مل
C7197,120.00,بيوبوينت حمام كريم عادي اكياس 50 مل / 12 كيس,بيوبوينت حمام كريم عادي اكياس 50 مل / 12 كيس
C7198,120.00,بيوبوينت حمام كريم فيتامين اكياس 50 مل / 12 كيس,بيوبوينت حمام كريم فيتامين اكياس 50 مل / 12 كيس
C7199,90.00,بيولوكس سكرب جولد500مل,بيولوكس سكرب جولد500مل
C7200,264.00,تاناكو ماجيك ليب بالم البرتقال 3.5 جم 12 ق,تاناكو ماجيك ليب بالم البرتقال 3.5 جم 12 ق
C7201,264.00,تاناكو ماجيك ليب بالم الطماطم 3.5 جم 12 ق,تاناكو ماجيك ليب بالم الطماطم 3.5 جم 12 ق
C7202,168.00,تريشوب حمام كريم تساقط اكياس 35 مل / 24 كيس,تريشوب حمام كريم تساقط اكياس 35 مل / 24 كيس
C7203,200.00,توبيك بودره اسود  لملى فرغات الشعر 27.5جم,توبيك بودره اسود  لملى فرغات الشعر 27.5جم
C7204,320.00,توبيك بودره لملى فرغات الشعر 27.5ج + بخاخ,توبيك بودره لملى فرغات الشعر 27.5ج + بخاخ
C7205,300.00,تيمبو كول ستاند 12 ق,تيمبو كول ستاند 12 ق
C7206,110.04,جليد معطر جو اسبري 300 مل عرض 3 قطعه ,جليد معطر جو اسبري 300 مل عرض 3 قطعه 
C7207,70.00,جليد معطر جو سبراى امبيانس 300 مل,جليد معطر جو سبراى امبيانس 300 مل
C7208,80.00,جليس بلسم 400مل اصلاح ومقاومه,جليس بلسم 400مل اصلاح ومقاومه
C7209,80.00,جليس بلسم 400مل للشعر الطويل التالف,جليس بلسم 400مل للشعر الطويل التالف
C7210,80.00,جليس بلسم 400مل للشعر المجهد بشدة,جليس بلسم 400مل للشعر المجهد بشدة
C7211,80.00,جليس شامبو 400مل للشعر الحساس والتالف,جليس شامبو 400مل للشعر الحساس والتالف
C7212,80.00,جليس شامبو 400مل للشعر المجعد والتالف,جليس شامبو 400مل للشعر المجعد والتالف
C7216,800.00,جهاز تنفس نيبولايزر جرانزيا بيور,جهاز تنفس نيبولايزر جرانزيا بيور
C7217,650.00,جهاز تنفس نيبولايزر جرانزيا جى كيه,جهاز تنفس نيبولايزر جرانزيا جى كيه
1852,204.00,دياكيوريماب 10 مجم 30 قرص,DIACURIMAP 10 MG 30 F.C TAB
1851,375.00,اس -26 اى ار جولد لبن اطفال 400 جم ,S 26 AR GOLD 400 GM MILK
920,91.75,كريستور 10 مجم 14 قرص,CRESTOR 10 MG 14 TAB
3017,233.00,اوبتي فري محلول عدسات 120 مل,OPTI FREE SOLUTION 120 ML
2140,21.75,وينترياكسون 500 مجم فيال عضل,WINTRIAXONE 500 MG I.M VIAL	
3353,77.25,رويالستريد 5 مجم 20 قرص,ROYALSTERIDE 5 MG 20 TAB
C7218,650.00,جهاز نيبوليزر روزماكس ان اى,جهاز نيبوليزر روزماكس ان اى
C7220,320.00,جى كى شامبو سيلفربومباشيل  280مل,جى كى شامبو سيلفربومباشيل  280مل
C7221,390.00,جى كى ليف ان كريم 130 مل,جى كى ليف ان كريم 130 مل
C7222,161.00,جيليت جل حلاقه للبشره الحساسه تلطيف فائق 200 مل,جيليت جل حلاقه للبشره الحساسه تلطيف فائق 200 مل
C7223,385.00,جيليت فينوس اولاي كومفورت جلايد اصفر ماكينه,جيليت فينوس اولاي كومفورت جلايد اصفر ماكينه
C7224,65.00,هاي ميديك حامل ذراع اسفنجي L,هاي ميديك حامل ذراع اسفنجي L
C7225,50.00,هاي ميديك حامل ذراع كبار XL,هاي ميديك حامل ذراع كبار XL
C7226,105.00,هاي ميديك حزام تثبيت XXL,هاي ميديك حزام تثبيت XXL
C7227,30.00,هاي ميديك حزام فتق صره L,هاي ميديك حزام فتق صره L
C7228,30.00,هاي ميديك حزام فتق صره M,هاي ميديك حزام فتق صره M
C7229,30.00,هاي ميديك حزام فتق صره XL,هاي ميديك حزام فتق صره XL
C7230,450.00,بامبرز حفاضات بحر 4 - 5,بامبرز حفاضات بحر 4 - 5
C7231,450.00,بامبرز حفاضات بحر مقاس 3 - 4,بامبرز حفاضات بحر مقاس 3 - 4
C7234,800.00,دريسنج بي ام لاصق 9*30 سم / 50 ق,دريسنج بي ام لاصق 9*30 سم / 50 ق
C7235,85.00,دريسنج تراي ام لاصق 10*30 سم,دريسنج تراي ام لاصق 10*30 سم
C7236,200.00,دوف بودي سكرب شوفان 298 مل,دوف بودي سكرب شوفان 298 مل
C7239,120.00,دوف شاور جيل لافندر 250 مل,دوف شاور جيل لافندر 250 مل
C7240,85.00,دوف هاند ووش مستورد خيار اخضر 500مل,دوف هاند ووش مستورد خيار اخضر 500مل
C7241,100.00,ديسار كريم تفتيح بفيتامين سى 50مل,ديسار كريم تفتيح بفيتامين سى 50مل
C7242,35.00,هاي ميديك رست سبورت XL,هاي ميديك رست سبورت XL
C7243,35.00,هاي ميديك رست شراب L,هاي ميديك رست شراب L
C7244,55.00,هاي ميديك ركبه شراب L,هاي ميديك ركبه شراب L
C7245,55.00,هاي ميديك ركبه شراب مفتوحه L,هاي ميديك ركبه شراب مفتوحه L
C7246,55.00,هاي ميديك ركبه عاديه L,هاي ميديك ركبه عاديه L
C7247,15.00,رويال هير جيل احمر 450 مل,رويال هير جيل احمر 450 مل
C7248,40.00,ريكسونا رول اون حريمى انفيزبل + انتى بكتريا 50 مل,ريكسونا رول اون حريمى انفيزبل + انتى بكتريا 50 مل
C7252,170.00,البرهان زيت تساقط اصفر 250 مل,البرهان زيت تساقط اصفر 250 مل
C7253,160.00,زيرو فريز بلسم تربل باتر 355 مل,زيرو فريز بلسم تربل باتر 355 مل
C7255,80.00,ستاركي سيرم للشعر 50 مل,ستاركي سيرم للشعر 50 مل
995,28.00,تريفلوكان 150 مجم 1 كبسولة,TREFLUCAN 150 MG 1 CAP
2127,17.50,ميدرابيد 1% قطرة عين 10 مل,MYDRAPID 1% EYE DROPS 10 ML	
3062,30.00,باكلوفين 10 مجم 20 قرص,BACLOFEN 10 MG 20 TAB
1925,61.50, ستابلون 12.5 مجم 30 قرص,STABLON 12.5 MG 30 TAB
1926,24.00,ميبافاج 500 مجم 30 قرص,MEPAPHAGE 500 MG 30 TAB
2086,150.00,سيوجينو 10 كيس,CIOGINO 10 SACHETS
2126,20.50,دوكسي مايسين 100 مجم 10 كبسولات,DOXYMYCIN 100 MG 10 CAP
3058,80.00,دولاباكتين 400 مجم 5 قرص,DOLABACTIN 400 MG 5 TAB
3059,15.00, سيفوران 500 مجم فيال,CEFORAN 500 MG VIAL
2128,78.00,بيوتين فورت 5 مجم 60 كبسولة,BIOTIN FORTE 5 MG 60 CAP
3060,106.00,بروفين ريتارد 800 مجم 20 قرص,BRUFEN RETARD 800 MG 20 MODIFIED TAB
3061,177.00, زانثيستوب 120 مجم 30 قرص,XANTHISTOP 120 MG 30 TAB
2131,72.00,بون كير 0.25 مكجم 30 كبسولة,BONE CARE 0.25 MCG 30 CAP
3063,153.00,تنسوبليرون 25 مجم 20 قرص,TENSOPLERON 25 MG 20 TAB
3064,123.00,مارفيتنس 25/10/40 مجم 30 قرص,MARVITENSE 40/10/25 MG 30 TAB
2269,180.00,تادانيرفى 5 مجم 20 فيلم سريع الذوبان,TADANERFI 5 MG 20 ORODISPERSIBLE FILMS	
C7257,35.00,ستاركي صنفره فيتامين سي 100 مل,ستاركي صنفره فيتامين سي 100 مل
C7258,35.00,ستاركي غسول للبشره الحساسه 200 مل,ستاركي غسول للبشره الحساسه 200 مل
C7259,35.00,ستاركي غسول للبشره الدهنيه 200 مل,ستاركي غسول للبشره الدهنيه 200 مل
26,144.00,اريك 100 مجم 12 قرص,EREC 100 MG 12 TAB
633,42.00,كافسيد باراسيتامول 12 اقماع لبوس رضع,COUGHSED PARACETAMOL INFANTS 12 SUPP
635,169.00, اوجمنتين اي اس-600 شراب معلق 75 مل,AUGMENTIN ES-600 PD. SUSP. 75 ML	
1568,108.00,كيورام 625 مجم 12 قرص,CURAM 625 MG 12 F.C TAB
858,28.00,يورينكس 24 كبسولة,URINEX 24 CAP
998,77.00,ثرومبكس دي ان ايه جل 40 جرام,THROMBEXX DNA 1120 I.U/100GM GEL 40 GM	
1853,99.00,ليبتوميل بلس 2 لبن 400 جم,LIPTOMIL 2 MILK 400 GM
1930,36.00,سيتال كولد اند فلو 20 قرص,CETAL COLD & FLU 20 CAP
1931,135.00,سيلدوكير 8 مجم 20 كبسولة,SILDOCARE 8 MG 20 CAP
1000,177.00,ميرتيماش 30 مجم 30 قرص,MIRTIMASH 30 MG 30 TAB
1986,55.00,سيريلاك حديد قمح و لبن 125 جرام,CERELAC WHEAT WITH MILK 125 GM
2065,87.50,فانكومايسين فيتاريس 500 مجم فيال,VANCOMYCINE VIATRIS 500 MG VIAL	
3354,38.00,السيتيك 40 مجم 20 قرص,ULCETECH 40 MG 20 TAB
2423,6.90,بتنوفيت 0.1% كريم 15 جم,BETNOVATE 0.1%TOPICAL CREAM 15 GM
C7260,25.00,ستاركي كريم شعر الوفيرا 150 مل,ستاركي كريم شعر الوفيرا 150 مل
C7261,165.00,سترونج فيل 120 جرام كريم مغذى للرجال,سترونج فيل 120 جرام كريم مغذى للرجال
C7262,135.00,سترونج فيل 220 مل اسبراىللشعر,سترونج فيل 220 مل اسبراىللشعر
C7263,160.00,سترونج فيل شامبو وبلسم 2*1 للرجال 697 مل ,سترونج فيل شامبو وبلسم 2*1 للرجال 697 مل 
C7265,98.00,سنسوداين تنظيف عميق 100مل عرض 2 ق,سنسوداين تنظيف عميق 100مل عرض 2 ق
C7266,140.00,دروبليت سن قلم انسولين بولاندي 5 مل / 100 ق,دروبليت سن قلم انسولين بولاندي 5 مل / 100 ق
C7267,150.00,سوبر كيدز صن سكرين لوشن 200 ملى,سوبر كيدز صن سكرين لوشن 200 ملى
C7269,70.00,سوناتا طقم فرش مكياج 5 ق,سوناتا طقم فرش مكياج 5 ق
C7270,88.00,سوناتا طقم فرش مكياج 5 ق جراب الوان,سوناتا طقم فرش مكياج 5 ق جراب الوان
C7271,98.00,سوناتا طقم فرش مكياج 7 ق,سوناتا طقم فرش مكياج 7 ق
C7273,48.00,سوناتا فرشاة بيضاويه بمخده بيد اسود,سوناتا فرشاة بيضاويه بمخده بيد اسود
C7274,55.00,سوناتا فرشاة ربر عريضه مخده,سوناتا فرشاة ربر عريضه مخده
3364,114.00,فيلجات 50 مجم 30 قرص,VILGAT 50 MG 30 TAB
1540,19.00,روتا-سي 60 مجم 20 قرص,RUTA C 60MG 20 TAB
3201,85.00,ستارفيل كريم لحب الشباب 60 جم,STARVILLE ACNE PRONE CREAM 60 GM
2270,17.25,كيوتيفيت كريم 15جم,CUTIVATE 0.05%CREAM 15 GM
2376,498.00,سيميلاك نيوشور جولد 1 حليب للاطفال  370 جم ,SIMILAC NEOSURE GOLD 1 MILK 370G 
2391,27.00,بيبريدين 2 مجم 30 قرص,BIPERIDEN 2 MG 30 TAB
3328,350.00,فيزيومير هيبرتونيك بخاخ انف 135مل,PHYSIOMER HYPERTONIC NASAL SPRAY 135 ML
2420,90.00,بون وان 0.25 ميكروجرام 30 قرص,BON-ONE 0.25 MCG 30 TAB
2422,15.00,سيلجون 10مجم لبوس رضع 6 اقماع,SELGON 10 MG 6 INFANT SUPP
3355,15.00,سيكنيدازول 500مجم 4 اقراص,SECNIDAZOLE 500 MG 4 TAB
2460,35.00,بيسلفون 115 مللى شراب سانوفى,BISOLVON 4 MG/5ML SYRUP 115 ML
3448,300.00,اتوموكس ايبكس 60مجم 30 كبسولة,ATOMOXAPEX 60 MG 30 CAP
3452,154.00,اسيفيراكس 800 مجم 20 قرص,ACIVIRAX 800MG 20 TAB
3471,216.00,كلاسينمو 1جم 20 قرص,CLASYNMO 1 G 20 TAB
2557,141.00,فليكسوتيد ايفوهيلر 125 / بخه  بخاخ,FLIXOTIDE EVOHALER 125 MCG /ACTUATION INHALER
1740,770.00,كيبرا  1000 مج 30قرص,Keppra 1000 mg 30 tablet
3210,43.00,ديبروساليك لوشن 30 مل,DIPROSALIC LOTION 30 ML	
2514,38.00,اكرتين 0.25% كريم 30 جرام,ACRETIN 0.025%CREAM 30 GM
2518,93.00,زانوجليد 30-2 مجم 30 قرص,ZANOGLIDE 30MG/2 MG 30 TAB
2565,46.50,ميجاليز 3000 وحدة 30 قرص,MEGALASE 3000 IU 30 TAB
2573,140.00,ديفلوكان 2 مجم/مل (50مل ) محلول وريدى ,DIFLUCAN 2 MG/ML (50ML)I.V. INFUSION
3508,32.00,بنتاكولد شراب 120 مل,PENTACOLD SYRUP 120 ML	
3467,33.00,بورجازون 0.1% لوشن 20 مل,BORGASONE 0.1% LOTION 20 ML	
3514,262.00,فلوموسيل 300 مجم/3مل  5 امبول,FLUIMUCIL 300 MG/3 ML 5 AMP.
2587,252.00,اتوموكس ايبكس 25 مجم 30 كبسولة,ATOMOXAPEX 25 MG 30 CAP
2589,89.00,اوكساليبتال 60مجم/مل شراب معلق 100 مل,OXALEPTAL 60MG/ML ORAL SUSP. 100ML
2602,53.00,فياترازو 80 مجم لبوس مهبلي 3 اقماع ,VIATRAZO 80 MG 3 VAG. SUPP
3536,153.00,جولينوساب 0.5 مجم 4 قرص,GOLINOSAB 0.5 MG 4 TAB
2568,115.00, افيتركس جل 100 جم,AVETRIX GEL 100 GM	
2579,24.00,سيناريزين - 25 مجم 20 قرص,CINNARIZINE 25 MG 20 TAB
2646,21.00,دياكس 200 مجم 12 كبسولة,DIAX 200 MG 12 CAP
2647,90.00,جاوتيفيد 40 مجم 30 قرص,GOUTIFADE 40 MG 30 TAB
3188,108.00,ليفوتافين 750 مجم 7 قرص,LEVOTAVIN 750 MG 7 TAB
2338,67.00,سيكودال 1 مجم /مل شراب زجاجه 30 مل,PSYCHODAL 1MG/ML SYRUP 30 ML
2341,140.00,اكستنشن 300 مجم 28 قرص,X-TENSION 300MG 28 TAB
3580,27.00,زيستريل 5 مجم 10 قرص,ZESTRIL 5 MG 10 TAB
2614,14.25,التراسولف 10 قرص,ULTRASOLV 10 TAB
3608,108.00,سبيريكس 3 مليون وحده دولية 10 قرص,SPIREX 3 M 10 TAB
3614,260.00,زيفيكس 100 مجم 28 قرص,ZEFFIX 100 MG 28 TAB
3475,16.00,ريجكور 10مجم 10 اقراص,REGCOR 10 MG 10 TAB
3644,123.00,كونفاجران 50 مجم 30 كبسولة,CONVAGRAN 50 MG 30 CAP
3565,36.00,تراى بيتابرونات كريم 30 جرام,TRI-BETAPRONATE CREAM 30 GM
3650,490.00,رينيو مالتي بلس محلول عدسات 240 مل,RENU MULTIPLUS SOLUTION 240ML
3663,239.00,كيرلايت فوار 280 جم,CARELYTE 2.42.5 GM GRANULE 280 MG
2735,370.00,اس-26 بروميل جولد 2 لبن 400 جم,S-26 PROMIL GOLD MILK 400 GM
3498,125.00, ليفرين 20 كبسولة,LIVERIN 20 CAP
2736,24.00,سالبوفنت 2مجم 30 قرص,SALBOVENT 2 MG 30 TAB
3672,310.00,رينيو محلول 120مل مالتى بلس,RENU MULTI PLUS EYE SOLUTION 120 ML
2750,69.50,اوريكس سبراي 60 مل,OREX ORAL SPRAY 60 ML
2752,41.50, زيثرودوز 100مجم/5مل شراب معلق 60 مل,ZITHRODOSE 100MG/5ML SUSP. 60ML	
477,106.00,جستيكول 20 مجم 14 قرص,JUSTECHOL 20 MG 14 TAB
3630,63.00,تلفاست دي مزيل للاحتقان 10 قرص,TELFAST DECONGESTANT 10 TAB
2764,52.00,شاتو 50/200 مجم 7 قرص,SHATOO 50/200 MG 7 C.R. TAB
2489,217.00, برونكو-فاكسوم للكبار 10 كبسولات,BRONCHO-VAXOM ADULTS 7MG 10 CAP
2724,90.00,ميكليزيجو 25 مجم 20 فيلم سريع الذوبان,MECLIZIGO 25 MG 20 O.D.F
3726,225.00,سيريبروماب 200 مجم 30 كبسول,CEREBROMAP 200 MG 30 CAP
3422,92.00,ليفوتافين 500 مجم 7 قرص,LEVOTAVIN 500 MG 7 TAB
3673,38.00,نو-يوريك 300 مجم 20 قرص,NO-URIC 300 MG 20 TAB
3350,66.00,هيباماكس 20 كبسولة,HIPAMAX 20 CAP
3670,42.00, بيتاليرج 0.25/2 مجم 30 قرص,BETALLERGE 0.25/2 MG 30 TAB
2793,54.00,دولسيل 3 مجم 30 قرص,DOLCYL 3MG 30 TAB
3699,30.00,يوثيروكس 25 مكجم 100 قرص,EUTHYROX 25 MCG 100 TAB
2820,108.00,جيوكاند بلس 16/12.5 مجم 21 قرص,GEOCAND PLUS 16/12.5 MG 21 TAB
3076,293.00,مونوريل 3جم 1 كيس,MONURIL 3 GM 1 SACHET
2691,24.00,كابوتين 50 مجم 10 قرص,CAPOTEN 50 MG 10 TAB
2846,44.00,نوفونورم 1 مجم 30 قرص,NOVONORM 1 MG 30 TAB
2849,35.00,ميوكو 15مجم/5مل شراب 100 مل,MUCO 15MG/5ML SYRUP 100ML	
2851,72.00,بين ريليفر 30 كبسول,PAIN RELIEFER 30 CAP
3785,60.00,هاي بانتين بلس كريم 60 جم,HIPANTHEN PLUS CREAM 60 GM	
2364,390.00,فاكساتو 20 مجم 30 قرص,VAXATO 20 MG 30 TAB
2869,54.00,لاميكتال 25مجم 30 قرص,LAMICTAL 25 MG 30 TAB
2881,48.00,فولتارين 50 مجم 20 قرص,VOLTAREN 50 MG 20 TAB
3819,31.00,ديسا 25مجم 5مللي شراب,DESA SYRUP 50 MG 100 ML
694,98.00,نيكسيوم 20 مجم 14 قرص,NEXIUM 20 MG 14 TAB
2809,9.00,فاجيل بودرة 10 كيس,VAGYL POWDER 10 SACHETS
3747,19.00,تيمولول ماليات 0.5% قطرة عين 5 مل,TIMOLOL MALEATE 0.5% EYE DROPS 5 ML	
2887,370.00,اكتونيكس بخاخة انف كبار 20 مل,ECTONEX ADULTS NASAL SPRAY 20 ML
3830,18.00,ابيفيناك 50 مجم 20 قرص,EPIFENAC 50 MG 20 E.C TABS
2913,45.00,بيبي كريم 30 جم,BABY CREAM 30 GM	
2918,86.00,اوجمنتين 62.5 مجم/مل نقط اطفال 20 مل,AUGMENTIN 62.5 MG/ML INFANT DROPS 20 ML
3873,121.50,بريسمافين 50 مجم 30 قرص,PRISMAVEN 50 MG 30 TAB
2947,62.00,ديجيستوزيم 20 قرص,DIGESTOZYME 20 TABLET
3883,176.00,سوابيفنت 500 ميكرو محلول استنشاق 20 وحد,SWABIVENT NEBULIZER SOLUTION AMP. 20 * 2.5 ML
3893,46.50,كورنيفريش 1.5% نقط للعين 5 مل,CORNEFRESH 1.5%  EYE DROPS 5 ML
2969,56.00,فاست كيور 20 مجم 14 كبسولة ,FASTCURE 20 MG 14 CAP
2978,330.00,جنجي جيل 0.2 % جيل للثة 20 مل,GENGIGEL GINGIVAL 0.2%GEL 20 ML
2916,51.00,بيرجاتون20 مجم 30 قرص,PURGATON 20 MG 30 TAB
2992,179.00,كلاريثرو 500 مجم 14 قرص,CLARITHRO 500 MG 14 F.C TAB
2999,34.00,بنتافلو شراب 100 مل,PENTAFLU SYRUP 100 ML	
3754,126.00,بيافين كريم 40 جم,BIAPHINE CREAM 40 GM	
4016,16.50,تيربن كريم 15 جم,TERBIN 1% CREAM 15 GM	
3952,67.00,بانادول جوينت ممتد المفعول 24 قرص,PANADOL JOINT 24 ER TAB
2935,165.00,ديكونادال 20 مجم 14 قرص,DECONADAL 20 MG 14 TAB
2951,75.00,الزميندا 10 مجم 21 قرص,ALZMENDA 10 MG 21 TAB
2860,29.00,سيبتازول معلق 100 مللي,SEPTAZOLE SUSP.  100 ML
3957,23.00,كيريلا 15 جرام مرهم,KERELLA OINT. 15 GM
3970,33.00, ابيفيناك 100 مجم اس ار 10 كبسولات,EPIFENAC 100 MG S.R. 10 CAP
2981,83.00,ايموكسكلاف 625 مجم 10 اقراص,E-MOXCLAV 625 MG 10 TAB
3986,51.00,اموسار 50 مجم 30 قرص,AMOSAR 50MG 30 TAB
2911,240.00,ليمتلس وومان ماكس 30 قرص,LIMITLESS WOMAN MAX 30 TAB
3939,35.00,سبازموفري 10مجم/5مل شراب 120 مل,SPASMOFREE 10MG/5ML SYRUP 120 ML	
2150,399.00,هيالو 4 ستارت مرهم,HYALO 4 START OINT. 30 GM
2256,236.00,ليبيتور 80 مجم 14 قرص,LIPITOR 80 MG 14 TAB
3842,30.75,ديرموفيكس 2 % بخاخ 15 مل,DERMOFIX 2%SPRAY 15 ML
2997,138.00,كوفابريندو 5/5 مجم 30 قرص,COVAPRENDO 5/5 MG 30 TAB
5026,63.75,زانثيبوكس 80 مجم 20 قرص,XANTHIBUX 80 MG 20 TAB
3860,63.50,سالوفالك 500 مجم 20 قرص,SALOFALK 500MG 20 TAB
3955,15.00,فيسرا 5 مجم/2 مل 3 امبولات,VISCERA 5MG/2ML 3 AMP
4109,74.00,سيليبكس 30 كبسول,SILIPEX 30 CAP
4115,40.00,كروميوم-ميباكو 20 كبسولة,CHROMIUM-MEPACO- 20 CAP
4116,487.00,فيزيكير 10 مجم 30 قرص,VESICARE 10 MG 30 TAB
4134,25.00,تينوريتيك 25/100 مجم 14 قرص,TENORETIC 100/25 MG 14 F.C TAB
5074,25.00, جراند فيت حديد شراب 120 مل,GRAND-VIT WITH IRON SYRUP 120 ML	
4142,20.00,اتينو 50 مجم 20 قرص,ATENO 50 MG 20 TAB
3703,3.30,سيريبال 25 مجم 20 قرص,CEREBAL 25 MG 20 TAB
5015,69.00,ابيكوبرد 5 مجم 30 قرص,EPICOPRED 5 MG 30 ORO-DISPERSIBLE TAB
4154,22.00,موسيدين 5 مجم/5 مل شراب 60 مل,MOSEDIN 5 MG/5 ML SYRUP 60 ML	
4155,81.00,سيتافين بلس 30 قرص,CETAFEN PLUS 30 TAB
2808,55.00,ريني 96 قرص مضغ,RENNIE 96 CHEW TAB
2855,15.00,لونجيسيف 500 مجم 8 كبسولات,LONGICEF 500 MG 8 CAPS
4017,65.00,نو-يوريك 100مجم 50 قرص,NO-URIC 100 MG 50 TAB
3240,87.00,ماكسيكال 30 قرص,MAXICAL 30 TAB
5054,29.00,ماجيك سي 1000 مجم 10 قرص مضغ,MAGIC C 1000 MG 10 CHEW TAB
5107,22.50,كالم سكين كريم 20 جم,CALM SKIN CREAM 20 GM
4121,52.00,فاجيكليند 2% كريم مهبلي 20 جم,VAGICLIND 2% VAGINAL CREAM 20 GM	
5123,54.00,فلاتيديل 40 مجم 30 قرص,FLATIDYL 40MG 30 TAB
4200,22.00,ايرونيل 20 قرص,AIRONYL 2.50 MG 20 TAB
2897,38.00,اترابكس 100 مجم 4 كبسول,ITRAPEX 100 MG 4 CAP
4214,64.00, انجيوسارتان بلس 20/12.5 مجم 28 قرص,ANGIOSARTAN PLUS 20/12.5 MG 28 TAB
4218,340.00,ستريم 400/80 مجم 10*20 اقراص,SUTRIM 400/80MG 20*10 TAB.
3807,65.00,فوروكس 10 كيس,VOROX 10 SACHETS
4235,23.00,فيسرا 10 مجم/5 مل شراب 120 مل,VISCERA 10MG/5ML SYRUP 120 ML	
2888,130.00,اتراكون 100 مجم 14 كبسولة ,ITRACON 100 MG 14 CAP
4190,21.00,سيبروسين 0.3 % مرهم عين 5 جم,CIPROCIN 0.3% EYE OINT. 5 GM
3329,30.00,دورميفال 20 كبسولة,DORMIVAL 20 CAPS
3347,46.00,نيوروروبين  فورت 20 قرص,NEURORUBINE FORTE 20 LACTAB
2360,72.00,روكسيكام 8 مجم 20 قرص,RHEUXICAM 8 MG 20 TAB
4279,15.00,فولتارين لبوس 25 مجم 5 اقماع,VOLTAREN 25 MG 5 SUPP
5215,350.00,كارنيفيتا ادفانس للنساء 30 كيس,CARNIVITA ADVANCE WOMEN 30 SACHETS
4285,120.00,روزاسيف 30 كبسول,ROSA SEEF 30 CAP
2937,17.25,انوفا 50 مجم 10 قرص قابل للانتشار,ANUVA 50 MG 10 DISPERSIBLE  TAB
5164,63.00,ريلاكس 20 كبسول,RELAX 250 MG 20 CAP
4227,36.00,كارديلول 25 مجم 30 قرص,CARDILOL 25 MG 30 TAB
3797,21.00,ابل لايت 30قرص,APPLE-LITE 30 TAB
2834,15.75,فيرو-6 24 كبسول,FERRO-6-N 24 SG CAP
4246,20.00,اميونو فلو 20 كبسول,IMMUNO FLU 20 CAP
4263,22.00, سبازمورست 10مجم 20 قرص,SPASMOREST 10 MG 20 TAB
