sku,price,product_name,product_name_ar
1993,390,XANOXIBAN 20 MG 30 TAB,“«‰Êﬂ”Ì»«‰ 20 „Ã„ 30 ﬁ—’
2061,2793,EPREX 4000 I.U./0.4ML 6 PREF.SYRINGE ,«»—Ìﬂ” 0.4/4000 „· 6 ”—‰Ã… „⁄»√… ··Õﬁ‰
1994,76,DIOSED C 20 TAB,œÌÊ”Ìœ ”Ï 500 „Ã„ 20ﬁ—’
2062,237,HAIR PLUS-BACK 5%FOAM 100 ML,ÂÌ—»«ﬂ »·” 5% ›Ê„ 100 „·
1995,193.5,MELLITOFIX MET 12.5/500 MG 30 TAB,„Ì·Ì Ê›ﬂ” „  12.5/500 „Ã„ 30 ﬁ—’
2063,42.5,CECLOR 125 MG SUSP. 75 ML,”Ìﬂ·Ê— 125 „Ã„/ 5 „· ‘—«» „⁄·ﬁ 75 „·
1996,212,ELIDEL 1%CREAM 15 GM,«Ì·Ìœ· 1 % ﬂ—Ì„ 15 Ã„
2064,39.75,ATACAND 4 MG 14 TAB,« «ﬂ«‰œ 4 „Ã„ 14 ﬁ—’
2065,87.5,VANCOMYCIN-MYLAN 500 MG I.V VIAL,›«‰ﬂÊ„«Ì”Ì‰-·ÌÊ„«—ﬂ 1 Ã„ ›Ì«· 500 „·
1998,21,ULTRACILLIN 750 MG I.M / I.V VIAL,«· —«”Ì·Ì‰ 750 „Ã„ ›Ì«·
2066,34,BREXIN 20 MG 10 TAB,»—ﬂ”Ì‰ 20 „Ã„ 10 ﬁ—’
2000,207.15,GLYPRESSIN VIAL 1 MG 1 5 ML,Ã·Ì»—Ì”Ì‰ 1 „Ã„ 5 „· ›Ì«·
2068,150,SYLVESTRE-1 20 CAP,”·›” — 1 20 ﬂ»”Ê·
2069,118.5,ICANDRA 50 MG 30 TAB,«Ìﬂ«‰œ—« 50 „Ã„ 30 ﬁ—’
S13829,90,Carefree Panty Liners Cotton Unscented 56Pcs,ﬂÌ— ›—Ï ›Êÿ ’ÕÌÂ ﬁÿ‰ »œÊ‰ ⁄ÿ— 56 ›Êÿ…
3001,190.5,DIAFLOZIMET ER 5/1000 MG 30 TAB,œÌ«›·Ê“Ì„  5/1000 „Ã„ 30 ﬁ—’ „„ œ «·„›⁄Ê·
2070,306,FORFLOZIN 10 MG 30 TAB,›Ê—›·Ê“Ì‰ 10 „Ã„ 30 ﬁ—’
3003,58,ALKAPRESS PLUS 5MG/160 MG 14 TAB,«·ﬂ«»—” »·” 5/160„Ã„ 14 ﬁ—’
2072,37,MAGNA-BIOTIC 625 MG 8 TAB,„«Ã‰«»ÌÊ ﬂ 625 „Ã„ 8 ﬁ—’
3004,30,ARIPIPREX 1 MG/ML ORAL SOL. 100 ML,«—Ì»Ì»—Ìﬂ” 1„Ã„/„· ‘—«» 100 „·
2073,8,PRESSLIGHT TABS 10 MG 10,»—Ì”·«Ì  10 „Ã„ 10 ﬁ—’
3025,130,CARE BY CARE CREAM PLUS 100 G,ﬂÌ— »«Ï ﬂÌ— »·” ﬂ—Ì„ 100 Ã„
3005,19,NYSTATIN 100.000 I.U./ML ORAL SUSP. 30 ML,‰Ì” « Ì‰ 100.000 ÊÕœ… œÊ·Ì…/„· ‘—«» „⁄·ﬁ 30 „·
2074,33,EPINOSINE B FORTE 3 AMP.,«»Ì‰Ê”Ì‰ »Ì ›Ê—  3 «„»Ê·
3006,40,COVERSYL 5 MG 15 TAB,ﬂÊ›—”Ì· 5 „Ã„ 15 ﬁ—’
2075,16.5,DIAMICRON 80 MG 20 TAB,œÌ«„Ìﬂ—Ê‰ 80 „Ã„ 20 ﬁ—’
3007,352,DALFAROSIS ER 10 MG 20 TAB,œ«·›«—Ê“Ì” 10 „Ã„ 20 ﬁ—’
3008,1248,SOLIQUA SOLOSTAR 100/33 ML 3 PREF.PEN,”Ê·ÌﬂÊ« ”Ê·Ê” «— 33/100 „·  3 ﬁ·„ „⁄»√… ··Õﬁ‰ 
2077,296,GEMAZAR 200 MG/5 ML 1 VIAL,ÃÌ„“«— 200 „Ã„ 10 „· 1 ›Ì«·
3009,19.5,VAPOZOL INHALAR SOLUTION 30 ML,›«»Ê“Ê· „Õ·Ê· «” ‘«ﬁ 30 „·
2078,91.5,INCONT L.A 4 MG 30 TAB,«‰ﬂÊ‰  «· «ÌÂ 4 „Ã„ 30 ﬁ—’
3010,15,MAFO 100 MG/5ML SYRUP 100 ML,„«›Ê 100 „Ã„ / 5 „· ‘—«» 100 „·
3011,74,AVEROZOLID 100 MG/5 ML SUSP. 150 ML,«›Ì—Ê“Ê·Ìœ 100„Ã„/5„· ‘—«» „⁄·ﬁ 150 „·
3012,4,NORMAL SALINE SOLU.INFUS C .90 % 1 500,„Õ·Ê· „·Õ Ê—Ìœ ﬂ«» 90% 500 „· («»ÌﬂÊ)
2081,32.5,ZESTRIL 10 MG 10 TAB,“Ì” —Ì· 10 „Ã„ 10 ﬁ—’
3013,126,VENLLAMASH XR 75 MG 30 CAP,›Ì‰·«„«‘ 75 „Ã„ 30 ﬂ»”Ê·… „„ œ… «·„›⁄Ê·
3014,1,50,25
2083,43,DOXYCOST 200 MG 10 TAB,œÊﬂ”ÌﬂÊ”  200 „Ã„ 10 ﬁ—’
3015,160,AKREN FACIAL CLEANSER 250 ML,«ﬂ—Ì‰ €”Ê· ··ÊÃÂ 250 „·
2084,105,LEVOPHRINE A.IV INFUS. 1 MG /ML 1 4,·Ì›Ê›Ì—Ì‰ Ê—Ìœ 1 „Ã„/„· 1 ›Ì«·
3016,54,PAROFEN 30 TAB,»«—Ê›Ì‰ 30 ﬁ—’
2085,180,TOP HAIR LOTION 120 ML, Ê» ÂÌ— ·Ê”ÌÊ‰ 120 „·
3017,233,OPTI FREE SOLUTION 120 ML,«Ê» Ì ›—Ì „Õ·Ê· ⁄œ”«  120 „·
2086,150,CIOGINO 10 SACHETS,”ÌÊÃÌ‰Ê 10 ﬂÌ”
3018,547.5,VALTREX 500 MG 42 TAB,›«· —Ìﬂ” 500 „Ã„ 42 ﬁ—’
2087,82,CURAM 312.5 MG/5 ML SUSP. 75 ML,ﬂÌÊ—«„ 312.5 „Ã„ / 5 „· ‘—«» „⁄·ﬁ 75 „·
3019,66,TAVONIFLOX 750 MG 7 TAB, «›Ê‰Ì›·Êﬂ” 750 „Ã„ 7 ﬁ—’
3020,62,ZESPERONE 4 MG 10 TAB,“Ì”»Ì—Ê‰ 4 „Ã„ 10 ﬁ—’
2089,60,MERTI 30 CAP,„Ì— Ì 30 ﬂ»”Ê·
3021,30,IMMULANT 20 CAP,«„ÌÊ·«‰  20 ﬂ»”Ê·…
2090,123,STATURIC 80 MG 30 TAB,” « ÌÊ—Ìﬂ 80 „Ã„ 30 ﬁ—’
3022,231,PSYCHODAL 4 MG 30 TAB,”ÌﬂÊœ«· 4 „Ã„ 30 ﬁ—’
2091,91.5,SHALGATEN 300 MG 30 CAP,‘«·Ã« Ì‰ 300 „Ã„ 30 ﬂ»”Ê·
3023,310,ROTATEQ SOLUT.TUBE 1 2 ML,—Ê « ﬂ „’· „Õ·Ê· 2 „·
2092,95,FROST GEL 100 GM,›—Ê”  ÃÌ· 100 Ã„
3024,13.5,DENTINOX 0.33%TEETHING GEL 10 GM,œ‰ Ì‰Êﬂ” 0.33 % ÃÌ· ·· ”‰Ì‰ 10 Ã„
2093,146,TRIPLIXAM 5 / 1.25/ 5 MG 15 TAB, —Ì»·Ìﬂ”«„ 5-12.5-5 „Ã„ 15 ﬁ—’
2094,7,MOXIPEN SUSP 250 MG /5ML 1 80 ML,„Êﬂ”Ì»Ì‰ „⁄·ﬁ 2505 „Ã ‘—«»
3026,102,CEFEPIME -PHARCO 2 GM I.M/I.V VIAL,”Ì›Ì»Ì„ - ›«—ﬂÊ 2 Ã„ ›Ì«·
2095,27,ZOVIRAX 5%CREAM 10 GM,“Ê›Ì—«ﬂ” 5% ﬂ—Ì„ 10 Ã„
2096,535,MESTINON C. 60 MG 150 TAB,„Ì” Ì‰Ê‰ 60 „Ã„ 150 ﬁ—’
3028,10.5,FOLICAP 0.5 MG 24 CAP,›Ê·Ìﬂ«» 0.5 „Ã„ 24 ﬂ»”Ê·…
2097,25,ROYAL REGIME TEA 25 FILTER,‘«Ï —ÌÃÌ„ —ÊÌ«· 25 ›· —
3029,53.7,FERROTRON 20 CAP,›Ì—Ê —Ê‰ 20 ﬂ»”Ê·
2098,48,MAREVAN 5 MG 100 TAB,„«—Ì›«‰ 5 „Ã„ 100 ﬁ—’
3030,26,NEVXAL 0.1%EYE DPOP 5 ML,‰Ì›ﬂ”«· 0.1% ﬁÿ—… ⁄Ì‰ 5 „·
2099,60,CERELAC RICE & VEGTABLES WITH MILK 125 GM,”Ì—Ì·«ﬂ «—“ Ê Œ÷«— »«··»‰ 125 Ã—«„
3031,18,HAEMOSTOP AMP. 250 MG 3 2 ML,ÂÌ„Ê” Ê» 250 „Ã„ 3 «„»Ê·…
2100,2550,CAELYX VIAL RETARD 2 MG /ML 1 1,ﬂ«·Ìﬂ” —Ì «—œ 2 „Ã„ / „· 1 1 ›Ì«·
3032,11.5,DEXAGRAND EYE DROP 5 ML,œÌﬂ”«Ã—«‰œ ﬁÿ—… ⁄Ì‰ 5 „·
2101,93,AVEROTHIAZIDE 10/40/12.5 MG 30 TAB,«›Ì—ÊÀÌ«“«Ìœ 10/40/12.5„Ã„ 30 ﬁ—’
3033,232.5,ONE-ALPHA 2 MCG/ML 10 AMP,Ê«‰ «·›« 1„ﬂÃ„/0.5„· 10 «„»Ê·
2102,1,21,17
3034,32,PARAMOL 1000 MG 20 TAB,»«—«„Ê· 1000 „Ã„ 20 ﬁ—’
2103,23.5,SENNA LAX 30 TAB,”‰«·«ﬂ” 30 ﬁ—’
3035,35,PURELAN CREAM 30 GM,»ÌÊ—·«‰ ﬂ—Ì„ 30 Ã„
2104,45,DIFLUSTERO 0.05% EYE EMULSION 5 ML,œÌ›·Ê” Ì—Ê 0.05 % ﬁÿ—… ⁄Ì‰ 5 „·
3036,60,ALFACEF 500 MG/100 ML I.V VIAL,«·›«”Ì› 500„Ã„/100„· ›Ì«· Ê—Ìœ
2105,62,CEFOZON 2 GM VIAL,”Ì›Ê“Ê‰ 2 Ã„ ›Ì«·
3037,194,LACTAGYN 10 VAGINAL OVULE,·«ﬂ «ÃÌ‰ 10 ﬁ„⁄ „Â»·Ì
2106,24,ALLERBAN S.R 2 MG 20 TAB,«··Ì—»«‰ «”.«— 2 „Ã„ 20 ﬁ—’
2107,125,BEPANTHEN OINTMENT 30 GM,»Ì»«‰ÀÌ‰ „—Â„ 30 Ã„
3039,16,ALERID 10 MG 20 TAB,«·Ì—Ìœ 10 „Ã„ 20 ﬁ—’
2108,108,PSYCHODAL 1 MG 30 TAB,”ÌﬂÊœ«· 1 „Ã„ 30 ﬁ—’
3040,90,NOLAVER CREAM 50 GM,‰Ê·«›Ì— ﬂ—Ì„ 50 Ã„
2109,8,HYDROXOCOBALAMIN AMP. 1000 Y 3 1 ML,ÂÌœ—Êﬂ”ÊﬂÊ»·«„Ì‰ 1 „Ã„ 3 «„»Ê·…
3041,26,CEFAUSE 1 GM I.M/I.V. VIAL,”Ì›«ÌÊ” 1 Ã„ ›Ì«· ⁄÷· «Ê Ê—Ìœ
2110,27.6,AERIUS FILM C.TABS 5 MG 10,«Ì—Ì” 5 „Ã„ 10 ﬁ—’
3042,275,AMPOFER 20 MG/ML I.V/INF. 5 AMP.,«„»Ê›Ì— 20„Ã„/„· 5 «„»Ê· Ê—Ìœ
2111,115,JUSTECHOL 20 MG 28 TAB,Ã” ÌﬂÊ· 20 „Ã„ 28 ﬁ—’
3043,7800,PRALUENT PREF.SYRINGE 75 MG /ML 1,»—«·ÌÊ‰  75 „Ã„ „Õ·Ê· ··Õﬁ‰ À·«Ã…
2112,262,FAVERIN 50 MG 60 TAB,›«›—Ì‰ 50 „Ã„ 60 ﬁ—’
3044,216,LIDEMTZIL 5 MG 30 ORO-DISPERSIBLE TAB,·Ìœ„Ì “Ì· 5 „Ã„ 30 ﬁ—’ ﬁ«»· ··–Ê»«‰ »«·›„
2113,183,DIGLIFLOZ PLUS 5MG/1000 MG 30 TAB,œÌÃ·Ì›·Ê“ »·” 5/1000 „Ã„ 30 ﬁ—’
3045,1,8,35
2114,123,SUGARLO 50 MG 30 TAB,‘ÊÃ«—·Ê 50 „Ã„ 30 ﬁ—’
3046,72,DORECTAFIL 100 MG 12 CHEWABLE TAB,œÊ—Ìﬂ «›Ì· 100 „Ã„ 12 ﬁ—’ „÷€
2115,52.5,TAVACIN 500 MG VIAL 100 ML, «›«”Ì‰ 500 „Ã„ ›Ì«· 100 „·
3047,5053,ARANESP PREF.SYRINGE 60 Y 4 .30,«—«‰”» 60„?ﬂ—ÊÃ—«„ „Õ·Ê· „⁄œ Õﬁ‰ À·«Ã…
3048,24,RINGER - AL MOTTAHEDOON INFUSION 500 ML,—Ì‰Ã—- «·„ ÕœÊ‰ „Õ·Ê· Ê—Ìœ 500 „·
2117,32,FLECTOR 1% GEL 25 GM,›·Ìﬂ Ê— 1 % ÃÌ· 25 Ã„
3050,99,RIVAROSPIRE 2.50 MG 30 TAB,—Ì›«—Ê”»Ì— 2.5 „Ã„ 30 ﬁ—’
2119,80000,ALECENSA CAPS 150 MG 224,«·Ì”‰“« 150 „Ã„ ﬂ»”Ê·
3051,191,FLECTOR EP TISSUGEL 1.3% 5 PATCHE,›·Ìﬂ Ê— 1.3 % 5 ·«’ﬁÂ
2120,7800,REPATHA PREF.SYR.SC 140 MG 2 1 M,—Ì»«À« 140 „Ã„ „Õ·Ê· „⁄œ ··Õﬁ‰ À·«Ã…
3052,143,COVERSYL 10 MG 30 TAB,ﬂÊ›—”Ì· 10 „Ã„ 30 ﬁ—’
2121,36.5,DEPAKINE 57.64 MG SYRUP 125 ML,œÌ»«ﬂÌ‰ 57.64 „Ã„ / „· ‘—«» 125 „·
3053,250,OMEGADDOX 1000 MG 30 CAP,«Ê„ÌÃ«œÊﬂ”-3 1000 „Ã„ 30 ﬂ»”Ê·
2123,120,MYOGREL 75 MG 30 TAB,„ÌÊÃ—Ì· 75 „Ã„ 30 ﬁ—’
3055,270,KOMBIGLYZE XR 5MG/1000 MG 30 TAB,ﬂÊ„»ÌÃ·Ì“ «ﬂ” ¬— 5/1000 „Ã„ 30 ﬁ—’
2124,165,STATOMAIN 100 MG 30 TAB,” « Ê„Ì‰ 100 „Ã„ 30 ﬁ—’
3056,43,TENORMIN 100 MG 28 TAB, Ì‰Ê—„Ì‰ 100 „Ã„ 28 ﬁ—’
2125,50,HIDRASEC INFANTS 10 MG 16 SACHET,ÂÌœ—«”Ìﬂ —÷⁄ 10 „Ã„ 16 ﬂÌ”
3057,50,CEFEPIME - PHARCO 500 MG I.M. I.V. VIAL,”Ì›Ì»Ì„ - ›«—ﬂÊ 500 „Ã„ ›Ì«·
2126,20.5,DOXYMYCIN 100 MG 10 CAP,œÊﬂ”Ì „«Ì”Ì‰ 100 „Ã„ 10 ﬂ»”Ê·
3058,80,DOLABACTIN 400 MG 5 TAB,œÊ·«»«ﬂ Ì‰ 400 „Ã„ 5 ﬁ—’
3059,15,CEFORAN 500 MG VIAL,”Ì›Ê—«‰ 500 „Ã„ ›Ì«· ⁄÷· «Ê Ê—Ìœ
2128,78,BIOTIN FORTE 5 MG 60 CAP,»ÌÊ Ì‰ ›Ê—  5 „Ã„ 60 ﬂ»”Ê·…
3060,60,BRUFEN RETARD 800 MG 20 TAB,»—Ê›Ì‰ —Ì «—œ 800 „Ã„ 20 ﬁ—’
2129,150,ENERA SACHETS 10 10 G,«‰Ì—« « 10 Ã—«„ 10 «ﬂÌ«”
3061,177,XANTHISTOP 120 MG 30 TAB,“«‰”Ì” Ê» 120 „Ã„ 30 ﬁ—’
2130,260,CARBOTINOL V.IV DRY 150 MG 1 15 ML,ﬂ«—»Ê Ì‰Ê· 150 „Ã„ 1 ›Ì«· 15 „· À·«Ã…
3062,18,BACLOFEN 10 MG 20 TAB,»«ﬂ·Ê›Ì‰ 10 „Ã„ 20 ﬁ—’
2131,72,BONE CARE 0.25 MCG 30 CAP,»Ê‰ ﬂÌ— 0.25 „ﬂÃ„ 30 ﬂ»”Ê·…
3063,153,TENSOPLERON 25 MG 20 TAB, ‰”Ê»·Ì—Ê‰ 25 „Ã„ 20 ﬁ—’
2132,18,COLLOMAK SOUTION 10 ML,ﬂÊ·Ê„«ﬂ „Õ·Ê· „Ê÷⁄Ï 10 „·
3064,123,MARVITENSE 40/10/25 MG 30 TAB,„«—›Ì ‰” 40/10/25„Ã„ 30 ﬁ—’
2133,217,ZYPREXA 10 MG 7 TAB,“Ì»—Ìﬂ”« 10 „Ã„ 7 ﬁ—’
3065,170,PANAVIDON SOLUTION 7.50 % 1 4 L,»«‰«›ÌœÊ‰ „Õ·Ê· 7.50? 4 · —
S13830,90,Carefree Flexicomfort Aloe Pads 40Pcs,ﬂÌ— ›—Ì ›Êÿ ’ÕÌ… »Œ·«’Â «·’»«— 40 ﬁÿ⁄…
2134,240,ARIPIPREX 30 MG 30 TAB,«—Ì»»—ﬂ” 30 „Ã„ 30 ﬁ—’
3066,273,MICTONORM XL 30 MG 28 CAP,„Ìﬂ Ê‰Ê—„ «ﬂ” «· 30 „Ã„ 28 ﬁ—’
2135,130,SWEETAL 300 SOLUBLE TAB,”ÊÌ «· 300 ﬁ—’
3067,63,XIMACEF 400 MG 5 CAP,“Ì„«”Ì› 400 „Ã„ 5 ﬂ»”Ê·« 
2136,60,GARAMYCIN 80 MG/2ML 3 AMP.,Ã«—«„Ì”Ì‰ 80 „Ã„ / 2 „· 3 «„»Ê·
3068,24,FOURVENT SYRUP 125 ML,›Ê—›‰  ‘—«»125 „·
2137,51,CALCIUM-D3 F 30 TAB,ﬂ«·”ÌÊ„ œÌ 3 «› 30 ﬁ—’
3069,60,CERELAC WHEAT WITH MILK 250 GM,”Ì—Ì·«ﬂ ﬁ„Õ Ê·»‰ 250 Ã—«„ ÃœÌœ
2138,50,SYNOBAR SOAP 100 GM,”Ì‰Ê»«— ’«»Ê‰ 100 Ã„
3070,153,CONVAGRAN 100 MG 30 CAP,ﬂÊ‰›«Ã—«‰ 100 „Ã„ 30 ﬂ»”Ê·…
3071,7.5,FARCOSOLVIN SYRUP 120 ML,›«—ﬂÊ”Ê·›Ì‰ ‘—«» 120 „·
2140,21.75,WINTRIAXONE 500 MG I.M / I.V VIAL,ÊÌ‰ —Ì«ﬂ”Ê‰ 500 „Ã„ ›Ì«· ⁄÷·
3072,1,6,37
2141,292.5,LACOVIMP 100 MG 30 TAB,·«ﬂÊ›Ì„» 100 „Ã„ 30 ﬁ—’
3073,36,BIDALKIN VAG.POWDER 12 SACHETS,»Ìœ«·ﬂÌ‰ »Ê—œ—… 12 ﬂÌ”
2142,130,LEVANOX 20 CAP,·Ì›«‰Êﬂ” 20 ﬂ»”Ê·…
3074,53,TRITACE COMP LS 2.50/12.5 14 TAB, —Ì «” ﬂÊ„» «· «” 2.5/12.5„Ã„ 14 ﬁ—’
2143,38,ANTIFLU 20 CAP,«‰ Ï ›·Ê 20 ﬂ»”Ê·…
3075,22,DEBOCAINE HCL 2% VIAL 50 ML,œÌ»Êﬂ«ÌÌ‰ 2 % ›Ì«· 50 „·
2144,422,CARCEMIA TABS 400 MG 10,ﬂ«—”Ì„Ì« 400 „Ã„ 10 ﬁ—’
3076,293,MONURIL 3 GM 1 SACHET,„Ê‰Ê—Ì· 3Ã„ 1 ﬂÌ”
2145,27,BACLOFEN 25 MG 20 TAB,»«ﬂ·Ê›Ì‰ 25 „Ã„ 20 ﬁ—’
3077,56,ANDOURISTAT 80 MG 20 TAB,«‰œÊ—Ì” «  80 „Ã„ 20 ﬁ—’
2147,1,26,37
3079,4650,NOXAFIL V.IV INFUS. 300 MG 1 16.,‰Êﬂ”«›Ì· „Õ·Ê· Ê—Ìœ 300 „Ã„ ›Ì«·
2148,45,GLOMETHASONE 8 MG/3 ML 3 AMP,Ã·Ê„ÌÀ«“Ê‰ 8 „Ã„ / 2 „· 3 «„»Ê·
3080,496,XIGDUO 5MG/1000 MG 56 TAB,“ÌÃœÊ 5 / 1000 „Ã„ 56 ﬁ—’
2149,1120,ULTRAVIST AMP. 300 MG 10 50 ML,«· —«›Ì”  300 „Ã„ 50 „· ›Ì«·
3081,5,ACTIFED 12 TAB,«ﬂ Ì›Ìœ 12 ﬁ—’
3082,95,HERO BABY CEREAL WHEAT & OAT 150 GM,ÂÌ—Ê  ’»Õ ⁄·Ï ŒÌ— ﬁ„Õ Ê‘Ê›«‰ ·»‰
3083,29,HISTAZINE-1 10 MG/ML ORAL DROPS 10 ML,ÂÌ” «“Ì‰-1 100 „Ã„ / 10 „· ‰ﬁÿ »«·›„ 10 „·
2152,39,IPANTEN 100 MG 50 CAP,«Ì»«‰ Ì‰ 100 „Ã„ 50 ﬂ»”Ê·
3084,38,EPIRELEFAN 40 MG/ML I.M AMP.,«»Ì—·Ì›«‰ 40 „Ã„ 1 ›Ì«· 1 „·
2153,30.75,CURAM 228.5MG/5 ML SUSP. 75 ML,ﬂÌÊ—«„ 228.5„Ã„/5„· ‘—«» „⁄·ﬁ 75 „·
3085,95,HERO BABY 8 CEREALS FRUITS WITH MILK 150 GM,ÂÌ—Ê ’»«Õ «·ŒÌ— 8 Õ»Ê» »«·›Ê«ﬂÂÂ
2154,36,UTOZINC 30 CHEWABLE TAB,Ì Ê“‰ﬂ 30 ﬁ—’ „÷€
3086,86.5,SOLITRACT 5 MG 30 TAB,”Ê·Ì —«ﬂ  5 „Ã„ 30 ﬁ—’
2155,28.5,EPICOTIL 20 MG 10 TAB,«»ÌﬂÊ Ì· 20 „Ã„ 10 ﬁ—’
3087,87,QUETIAPINE 25 MG 30 TAB,ﬂÊÌ Ì«»Ì‰ 25 „Ã„ 30 ﬁ—’
2156,650,XANOXIBAN 15 MG 50 TAB,“«‰Êﬂ”Ì»«‰ 15 „Ã„ 50 ﬁ—’
3089,120,LIPITRIN 10 MG/10 14 TAB,·Ì»Ì —Ì‰ 10/10„Ã„ 14 ﬁ—’
2158,510,ATOZET 10/10 MG 30 TAB,« Ê“Ì  10/10 „Ã„ 30 ﬁ—’
3090,275,POLYMER ADULT HYPERTONIC 3% NASAL SPRAY 100 ML,»Ê·Ì„Ì— ﬂ»«— Â«Ì»— Ê‰Ìﬂ 3 % »Œ«Œ »«·√‰› 100 „·
2159,47,MUCOTEC 150 MG 20 CAP,„ÌÊﬂÊ ﬂ 150 „Ã„ 20 ﬂ»”Ê·
3091,80,STEVIA CASTELLO 60 SACHETS,” Ì›Ì« ”ﬂ— »Êœ—… 60 ﬂÌ”
2160,15,VISCERALGINE 5 MG/2 ML I.M./I.V. 3 AMP.,›Ì”—«·ÃÌ‰ 5 „Ã„/2 „· 3 «„»Ê· ⁄÷· √Ê Ê—Ìœ
3092,33,WELLNESS 20 TAB,ÊÌ·‰” 20 ﬁ—’
2161,20,HYDRO-SAFE 10 SACHETS 4.2 GM,ÂÌœ—Ê”Ì› 10 ﬂÌ”
3093,44,ROYAL JELLY 600 MG 12 CAP,—ÊÌ«· ÃÌ·Ì 600 „Ã„ 12 ﬂ»”Ê·
2162,21,NIGHT CALM 1 MG 20 TAB,‰«Ì  ﬂ«·„ 1 „Ã„ 20 ﬁ—’
3094,8.25,E MOX 1GM IM/IV VIAL,«Ì„Êﬂ” 1 Ã„ ›Ì«·
2163,131,SINGULAIR 5 MG 14 CHEWABLE TAB,”‰ÃÌÊ·Ì— 5 „Ã„ 14ﬁ—’ „÷€Ú
3095,65,CHOLETIMB 10 MG 14 TAB,ﬂÊ·Ì „» 10 „Ã„ 14 ﬁ—’
2164,136,BACTICLOR 250 MG SUSP. 60 ML,»ﬂ Ìﬂ·Ê— 250„Ã„/5„· ‘—«» „⁄·ﬁ 60 „·
3096,5.75,EPICOCILLIN 1 GM I.M/I.V VIAL.,«»ÌﬂÊ”Ì··Ì‰ 1Ã„ ›Ì«·
2165,220.5,ABILIFY 10 MG 10 TAB,«»Ì·Ì›«Ï 10 „Ã„ 10 ﬁ—’
3097,330,S-26 PROGRESS GOLD HMO MILK 400 GM,«” 26 »—ÊÃ—” ÃÊ·œ « ‘ «„ «Ê ·»‰ 400 Ã—«„
2166,105,ORLISTYLE 120 MG 30 CAP,«Ê—·Ì” «Ì· 120 „Ã„ 30 ﬂ»”Ê·
3098,56,AMIGRAWEST 2.50 MG 4 TAB,«„ÌÃ—«ÊÌ”  2.5 „Ã„ 4 ﬁ—’
2167,35,KEFLEX 500 MG 12 CAP,ﬂÌ›·Ìﬂ” 500 „Ã„ 12 ﬂ»”Ê·
3099,9,URICOL 6 SACHETS,ÌÊ—ÌﬂÊ· ›Ê«— 6 ﬂÌ”
2168,124.5,INHIBAMET 12.5/1000 MG 30 TAB,«‰ÂÌ»«„Ì  12.5/1000 „Ã„ 30 ﬁ—’
3100,154,MICTONORM 15 MG 28 TAB,„Ìﬂ Ê‰Ê—„ 15 „Ã„ 28 ﬁ—’
2169,120,SUPLFECT 30 CAP,”»·›ﬂ  30 ﬂ»”Ê·
3101,349,HERO BABY NUTRASENSE 2 400 GM,ÂÌ—Ê »Ì»Ì ‰ÌÊ —«”Ì‰” 2 ·»‰ 400 Ã„
3102,11.25,SODIUM CHLORIDE INFUSION .90 % 1 500 ML,’ÊœÌÊ„ »Ìﬂ—»Ê‰«  „Õ·Ê· Ê—Ìœ 0.9% 500 „· «Ê ”Êﬂ«
3103,54,GEMIONCE 320 MG 5 TAB,ÃÌ„ÌÊ«‰” 320 „Ã„ 5 ﬁ—’
2172,102,GABALEPSY 300 MG 30 CAP,Ã«»«·Ì»”Ì 300 „Ã„ 30 ﬂ»”Ê·…
3104,1,13,37
2173,675,HYALUBRIX 30 MG/2 ML INTRA-ARTICULAR PREFILLED SYRINGE,ÂÌ«·Ê»—Ìﬂ” 1 «„»Ê·
3105,69,BACTIRIX 1.5 GM I.M./I.V. VIAL,»«ﬂ Ì—Ìﬂ” 1.5 Ã„ ›Ì«· ⁄÷· √Ê Ê—Ìœ
2174,13,BRONCHTEC SYRUP 120 ML,»—Ê‰ﬂÊ ﬂ ‘—«» 120 „·
3106,12.5,FARCOTILIUM 1 MG/ML SUSP. 120 ML,›«—ﬂÊ Ì·Ì«„ 1 „Ã„ / „· ‘—«» „⁄·ﬁ 120 „·
2175,35,RUBALGINE 15%CREAM 20 GM,—Ê»«·ÃÌ‰ 15 % ﬂ—Ì„ 20 Ã„
3107,369,RESOURCE JUNIOR POWDER 400 GM,—Ì”Ê—” ÃÊ‰ÌÊ— »Êœ—… ›«‰Ì·Ì« 400 Ã„
3108,92.5,TRENCEDIA 550 MG 10 TAB, —Ì‰”ÌœÌ« 550 „Ã„ 10 ﬁ—’
3109,18,RHINEX INFANT 0.05% NASAL DROPS 10 ML,—Ì‰ﬂ” 0.05% ‰ﬁÿ √‰› ··«ÿ›«· 10 „·
2178,37.75,VANCOBACT V.IV 500 MG 1,›«‰ﬂÊ»«ﬂ  „Õ·Ê· Ê—Ìœ 500 „Ã„ ›Ì«·
3110,147,BEDREMINE 100 MG 30 TAB,»Ìœ—Ì„Ì‰ 100 „Ã„ 30 ﬁ—’
2179,49.5,TARGOFLOXIN 750 MG 5 TAB, «—ÃÊ›·Êﬂ”Ì‰ 750 „Ã„ 5 ﬁ—’
3111,218.5,SOLIAN 200 MG 30 TAB,”Ê·Ì«‰ 200 „Ã„ 30 ﬁ—’
2180,220,SEROPIPE HAIR SPRAY 200 ML,”Ì—Ê»«Ì» ”»—«Ì ··‘⁄— 200 „·
3112,59,EFALEX 30 CAP,«Ì›«·Ìﬂ” 30 ﬂ»”Ê·
